Neighbourhood Number,Neighbourhood Name,Area Sq Km,Latitude,Longitude,Location,Geometry Point
2450,Lago Lindo,1.305513784,53.636039,-113.484647,"(53.636039092708586, -113.48464731636797)",POINT (-113.48464731636797 53.636039092708586)
2420,Killarney,1.333083361,53.588489,-113.479568,"(53.58848869298595, -113.47956836782039)",POINT (-113.47956836782039 53.58848869298595)
6090,Coronet Addition Industrial,0.433169817,53.502729,-113.451653,"(53.50272856255465, -113.45165308213605)",POINT (-113.45165308213605 53.50272856255465)
2070,Belmont,1.263276818,53.593124,-113.394379,"(53.59312408353891, -113.39437923899207)",POINT (-113.39437923899207 53.59312408353891)
4310,Meadowlark Park,1.108866874,53.525532,-113.596554,"(53.52553194472455, -113.5965541546899)",POINT (-113.5965541546899 53.52553194472455)
4090,Canora,0.88185589,53.546193,-113.584215,"(53.5461934423508, -113.58421460428093)",POINT (-113.58421460428093 53.5461934423508)
4040,Belmead,1.280632603,53.525603,-113.641015,"(53.525602960944795, -113.6410149967373)",POINT (-113.6410149967373 53.525602960944795)
5576,Keswick Area,3.870060086,53.4176,-113.635797,"(53.41760014629527, -113.63579702564783)",POINT (-113.63579702564783 53.41760014629527)
5370,River Valley Mayfair,2.347954976,53.529565,-113.544179,"(53.52956527494185, -113.54417943367403)",POINT (-113.54417943367403 53.52956527494185)
4070,Callingwood North,0.910734692,53.507598,-113.623025,"(53.50759781965531, -113.62302473074156)",POINT (-113.62302473074156 53.50759781965531)
5050,Blackmud Creek Ravine,0.875489557,53.44687,-113.524166,"(53.446869928686134, -113.52416566872257)",POINT (-113.52416566872257 53.446869928686134)
5040,Belgravia,0.867544792,53.511796,-113.532729,"(53.51179560322663, -113.53272944407274)",POINT (-113.53272944407274 53.51179560322663)
6140,Crawford Plains,1.126540856,53.441837,-113.406216,"(53.44183745503615, -113.40621587784102)",POINT (-113.40621587784102 53.44183745503615)
6540,Morris Industrial,1.295051466,53.520507,-113.402875,"(53.52050704727182, -113.40287507997164)",POINT (-113.40287507997164 53.52050704727182)
3140,Crestwood,1.16815783,53.535434,-113.569038,"(53.53543354829023, -113.56903784940349)",POINT (-113.56903784940349 53.53543354829023)
5457,Callaghan,0.8179145,53.407345,-113.526792,"(53.40734516363962, -113.52679196291469)",POINT (-113.52679196291469 53.40734516363962)
2360,Industrial Heights,0.743856643,53.580983,-113.437473,"(53.580982530949015, -113.43747298214063)",POINT (-113.43747298214063 53.580982530949015)
6661,Charlesworth,2.660274089,53.428544,-113.41813,"(53.428543793813674, -113.41813010923126)",POINT (-113.41813010923126 53.428543793813674)
4630,White Industrial,1.925728666,53.564715,-113.648618,"(53.56471456243786, -113.64861763738334)",POINT (-113.64861763738334 53.56471456243786)
6150,Daly Grove,0.947730363,53.449537,-113.400727,"(53.449536501619576, -113.40072733189945)",POINT (-113.40072733189945 53.449536501619576)
4650,Winterburn Industrial Area East,5.652738435,53.556945,-113.675308,"(53.556944773684336, -113.6753082674412)",POINT (-113.6753082674412 53.556944773684336)
4030,Armstrong Industrial,1.113634758,53.565863,-113.621263,"(53.56586317158347, -113.62126319859507)",POINT (-113.62126319859507 53.56586317158347)
3270,Laurier Heights,1.325826546,53.514255,-113.569332,"(53.51425496981052, -113.56933192807409)",POINT (-113.56933192807409 53.51425496981052)
5400,River Valley Whitemud,1.51476605,53.505152,-113.55047,"(53.50515157917371, -113.55046983068732)",POINT (-113.55046983068732 53.50515157917371)
6360,King Edward Park,1.493722068,53.515151,-113.45057,"(53.515151157263325, -113.45056960491442)",POINT (-113.45056960491442 53.515151157263325)
4300,McNamara Industrial,0.978108406,53.554078,-113.621277,"(53.55407815122625, -113.62127738571836)",POINT (-113.62127738571836 53.55407815122625)
6320,Idylwylde,0.664832905,53.52163,-113.449114,"(53.52162991520384, -113.44911385648135)",POINT (-113.44911385648135 53.52162991520384)
4015,Anthony Henday Mistatim,2.440130619,53.608478,-113.611955,"(53.60847815275362, -113.61195468481685)",POINT (-113.61195468481685 53.60847815275362)
2463,Crystallina Nera West,0.85704363,53.64032,-113.460383,"(53.64032041132357, -113.46038345742033)",POINT (-113.46038345742033 53.64032041132357)
5320,Pleasantview,1.48039114,53.493176,-113.507131,"(53.49317552741458, -113.50713136285961)",POINT (-113.50713136285961 53.49317552741458)
5520,University of Alberta,1.195997308,53.523577,-113.522847,"(53.52357681353521, -113.5228471646501)",POINT (-113.5228471646501 53.52357681353521)
5477,Mactaggart,1.035831655,53.437903,-113.561047,"(53.43790311757381, -113.561046561147)",POINT (-113.561046561147 53.43790311757381)
5390,River Valley Walterdale,1.487446197,53.530575,-113.519754,"(53.53057521763347, -113.51975395556912)",POINT (-113.51975395556912 53.53057521763347)
3250,Kensington,1.32538333,53.595863,-113.528924,"(53.59586260684152, -113.52892377480546)",POINT (-113.52892377480546 53.59586260684152)
3381,River Valley Glenora,0.652514449,53.542611,-113.549025,"(53.542611368352006, -113.54902508994749)",POINT (-113.54902508994749 53.542611368352006)
4013,Anthony Henday Terwillegar,3.150743367,53.443778,-113.598087,"(53.44377819590031, -113.59808676631324)",POINT (-113.59808676631324 53.44377819590031)
5464,Heritage Valley Town Centre Area,1.034295271,53.406404,-113.543916,"(53.40640411821742, -113.54391587579909)",POINT (-113.54391587579909 53.40640411821742)
5453,Blackmud Creek,0.78065336,53.419661,-113.510788,"(53.41966051953902, -113.5107878288002)",POINT (-113.5107878288002 53.41966051953902)
4320,Mistatim Industrial,6.780322056,53.596836,-113.59977,"(53.59683587007645, -113.59976958104224)",POINT (-113.59976958104224 53.59683587007645)
2410,Kilkenny,1.749930588,53.610378,-113.455119,"(53.610377929087065, -113.45511917405544)",POINT (-113.45511917405544 53.610377929087065)
5080,Brander Gardens,1.016692148,53.495209,-113.579425,"(53.4952094952786, -113.57942476380458)",POINT (-113.57942476380458 53.4952094952786)
4340,Morin Industrial,0.66861281,53.544921,-113.633605,"(53.54492070023586, -113.63360526712503)",POINT (-113.63360526712503 53.54492070023586)
4420,Quesnell Heights,0.207152534,53.509354,-113.573534,"(53.509354322614925, -113.57353363398761)",POINT (-113.57353363398761 53.509354322614925)
4700,Breckenridge Greens,0.565266214,53.516526,-113.684351,"(53.51652572181481, -113.68435099600602)",POINT (-113.68435099600602 53.51652572181481)
2681,Edmonton Energy And Technology Park,53.40072777,53.678232,-113.38006,"(53.67823189381922, -113.3800601956872)",POINT (-113.3800601956872 53.67823189381922)
3040,Beaumaris,1.439972247,53.618422,-113.505007,"(53.61842233818305, -113.50500707136739)",POINT (-113.50500707136739 53.61842233818305)
2020,Balwin,1.402659666,53.587951,-113.455075,"(53.58795101027156, -113.45507534579625)",POINT (-113.45507534579625 53.58795101027156)
4400,Place LaRue,1.041798636,53.539008,-113.633323,"(53.539007704860055, -113.63332341756652)",POINT (-113.63332341756652 53.539007704860055)
6710,Strathearn,0.786297432,53.531292,-113.464047,"(53.53129197975665, -113.46404665854809)",POINT (-113.46404665854809 53.53129197975665)
5430,Royal Gardens,1.218698963,53.479419,-113.528055,"(53.47941921545243, -113.52805526236676)",POINT (-113.52805526236676 53.47941921545243)
3070,Calder,1.34817794,53.588056,-113.528872,"(53.588055781248286, -113.52887205483249)",POINT (-113.52887205483249 53.588055781248286)
3490,Goodridge Corners,2.680715195,53.642395,-113.558741,"(53.64239453374681, -113.55874072738652)",POINT (-113.55874072738652 53.64239453374681)
6040,Bonnie Doon,1.500854364,53.525337,-113.467111,"(53.5253371249322, -113.46711141142592)",POINT (-113.46711141142592 53.5253371249322)
4475,Kinokamau Plains Area,7.078612784,53.585084,-113.620441,"(53.5850842316677, -113.62044143130535)",POINT (-113.62044143130535 53.5850842316677)
6665,Anthony Henday South East,7.421263759,53.443016,-113.354281,"(53.443016315443785, -113.35428123693944)",POINT (-113.35428123693944 53.443016315443785)
6310,Holyrood,1.285449378,53.531361,-113.45019,"(53.5313605818029, -113.45018981988963)",POINT (-113.45018981988963 53.5313605818029)
6180,Eastgate Business Park,2.622636809,53.534014,-113.406351,"(53.534013742245406, -113.40635118814681)",POINT (-113.40635118814681 53.534013742245406)
6290,Hazeldean,1.13318416,53.504206,-113.477889,"(53.504205803712985, -113.47788889905675)",POINT (-113.47788889905675 53.504205803712985)
5310,Parkallen,0.848906409,53.503096,-113.517461,"(53.503095813519074, -113.51746134891283)",POINT (-113.51746134891283 53.503095813519074)
5465,Hays Ridge Area,2.42619963,53.417622,-113.577703,"(53.417622233685385, -113.57770281907861)",POINT (-113.57770281907861 53.417622233685385)
5200,Garneau,0.82898877,53.519911,-113.513536,"(53.519910825465416, -113.51353555959162)",POINT (-113.51353555959162 53.519910825465416)
4640,Wilson Industrial,0.996486221,53.554077,-113.633521,"(53.55407736656933, -113.63352130902574)",POINT (-113.63352130902574 53.55407736656933)
4390,Patricia Heights,0.610739718,53.507564,-113.592293,"(53.50756405698036, -113.5922933189836)",POINT (-113.5922933189836 53.50756405698036)
6280,Greenview,0.98613809,53.475394,-113.42781,"(53.47539385772686, -113.42780973638972)",POINT (-113.42780973638972 53.47539385772686)
2145,Clareview Town Centre,1.363565974,53.601948,-113.406891,"(53.601947807307084, -113.40689125176354)",POINT (-113.40689125176354 53.601947807307084)
2521,McConachie Area,2.605828398,53.636453,-113.431313,"(53.63645310887003, -113.43131250661835)",POINT (-113.43131250661835 53.63645310887003)
6667,Mattson,2.657197232,53.403098,-113.430408,"(53.40309760249421, -113.43040768958295)",POINT (-113.43040768958295 53.40309760249421)
3460,Albany,0.843312229,53.632382,-113.549464,"(53.63238214011547, -113.54946433166832)",POINT (-113.54946433166832 53.63238214011547)
4270,Lymburn,1.56158362,53.507532,-113.6423,"(53.507532410601314, -113.64230021541792)",POINT (-113.64230021541792 53.507532410601314)
6214,Ellerslie Industrial,5.943185105,53.413984,-113.488153,"(53.413984144711144, -113.48815296605483)",POINT (-113.48815296605483 53.413984144711144)
5451,Richford,0.591264419,53.42727,-113.507394,"(53.42726985862683, -113.50739446911601)",POINT (-113.50739446911601 53.42726985862683)
1140,McCauley,1.498170287,53.554605,-113.485098,"(53.55460510253748, -113.4850980163564)",POINT (-113.4850980163564 53.55460510253748)
2241,Eaux Claires,1.286200999,53.621639,-113.485637,"(53.62163883469684, -113.4856371921701)",POINT (-113.4856371921701 53.62163883469684)
5580,Windsor Park,0.758013789,53.524078,-113.536862,"(53.52407815931965, -113.53686248383696)",POINT (-113.53686248383696 53.52407815931965)
5290,McKernan,0.878289139,53.512759,-113.520442,"(53.51275883945096, -113.52044221122382)",POINT (-113.52044221122382 53.51275883945096)
5350,Rhatigan Ridge,1.344077516,53.474506,-113.587569,"(53.474506145469945, -113.5875691214093)",POINT (-113.5875691214093 53.474506145469945)
2640,River Valley Highlands,1.188119952,53.56007,-113.436175,"(53.56006960860826, -113.43617530903235)",POINT (-113.43617530903235 53.56006960860826)
1230,Spruce Avenue,1.214704565,53.564635,-113.499502,"(53.56463543339372, -113.49950159225304)",POINT (-113.49950159225304 53.56463543339372)
3370,Rapperswill,1.027752759,53.635589,-113.53503,"(53.635589013554885, -113.53502955798223)",POINT (-113.53502955798223 53.635589013554885)
6492,Mill Creek Ravine South,0.75861155,53.507712,-113.464836,"(53.50771222558892, -113.46483608342514)",POINT (-113.46483608342514 53.50771222558892)
6200,Ekota,0.819662373,53.44941,-113.442336,"(53.44941007965293, -113.44233568157355)",POINT (-113.44233568157355 53.44941007965293)
4150,Gagnon Estate Industrial,0.556700924,53.580184,-113.585795,"(53.58018417365767, -113.58579493909596)",POINT (-113.58579493909596 53.58018417365767)
4551,Granville,1.362432753,53.504872,-113.682797,"(53.50487164815716, -113.68279691128183)",POINT (-113.68279691128183 53.50487164815716)
8888,Edmonton South West,28.11706701,53.366507,-113.647432,"(53.366506545508585, -113.64743198721749)",POINT (-113.64743198721749 53.366506545508585)
4110,Dechene,0.72424652,53.490436,-113.635953,"(53.49043609353744, -113.63595305062353)",POINT (-113.63595305062353 53.49043609353744)
5070,Blue Quill Estates,0.442514103,53.457627,-113.540195,"(53.45762655689608, -113.54019498722329)",POINT (-113.54019498722329 53.45762655689608)
2010,Abbottsfield,0.409629081,53.574143,-113.388758,"(53.574143433510216, -113.38875800516438)",POINT (-113.38875800516438 53.574143433510216)
4120,Donsdale,0.673213573,53.48563,-113.63546,"(53.485630174260024, -113.63546017643928)",POINT (-113.63546017643928 53.485630174260024)
6590,Pylypow Industrial,3.485793821,53.497288,-113.405989,"(53.49728765541509, -113.4059887770608)",POINT (-113.4059887770608 53.49728765541509)
6491,Mill Creek Ravine North,0.702999013,53.526858,-113.477923,"(53.5268577927483, -113.47792345888683)",POINT (-113.47792345888683 53.5268577927483)
2580,Northmount,1.224062074,53.603205,-113.479629,"(53.60320534665628, -113.47962880481575)",POINT (-113.47962880481575 53.60320534665628)
8886,Edmonton South East,13.13608499,53.381259,-113.369114,"(53.38125942172023, -113.36911386265058)",POINT (-113.36911386265058 53.38125942172023)
5460,Skyrattler,0.617911683,53.45033,-113.522873,"(53.45032999390117, -113.5228730546715)",POINT (-113.5228730546715 53.45032999390117)
2440,Klarvatten,1.656774668,53.637224,-113.476665,"(53.637224004755694, -113.47666510949303)",POINT (-113.47666510949303 53.637224004755694)
5642,South Terwillegar,1.742841269,53.440247,-113.579024,"(53.44024696947394, -113.5790240703156)",POINT (-113.5790240703156 53.44024696947394)
1010,Alberta Avenue,1.680470608,53.568485,-113.485119,"(53.568485381482176, -113.48511916925099)",POINT (-113.48511916925099 53.568485381482176)
3320,Oxford,1.184043975,53.622198,-113.547292,"(53.62219780040741, -113.5472916814565)",POINT (-113.5472916814565 53.62219780040741)
3280,Lorelei,1.220997397,53.624593,-113.504466,"(53.62459274085614, -113.50446576582988)",POINT (-113.50446576582988 53.62459274085614)
5170,Empire Park,1.072123643,53.484366,-113.505859,"(53.484366264491015, -113.50585873120224)",POINT (-113.50585873120224 53.484366264491015)
3230,Huff Bremner Estate Industrial,1.040644116,53.564621,-113.571896,"(53.56462094612833, -113.57189649634562)",POINT (-113.57189649634562 53.56462094612833)
2110,Brintnell,1.409562354,53.621394,-113.407114,"(53.62139439686521, -113.40711431814822)",POINT (-113.40711431814822 53.62139439686521)
4180,Glenwood,1.772615097,53.536417,-113.60277,"(53.53641656323836, -113.60276981021592)",POINT (-113.60276981021592 53.53641656323836)
2430,Kirkness,0.924726616,53.611416,-113.388399,"(53.611416205013775, -113.38839885107339)",POINT (-113.38839885107339 53.611416205013775)
6560,Papaschase Industrial,1.238036979,53.484285,-113.478646,"(53.48428503434259, -113.47864585686872)",POINT (-113.47864585686872 53.48428503434259)
6750,Tipaskan,0.80429214,53.461895,-113.458,"(53.46189538249002, -113.4579998657924)",POINT (-113.4579998657924 53.46189538249002)
2670,Rural North East Horse Hill,13.05737909,53.678364,-113.312513,"(53.67836434135061, -113.31251307857681)",POINT (-113.31251307857681 53.67836434135061)
5210,Grandview Heights,0.561883393,53.501165,-113.54891,"(53.501164827822365, -113.5489101195713)",POINT (-113.5489101195713 53.501164827822365)
4510,Stone Industrial,0.645861456,53.544958,-113.621671,"(53.54495821926104, -113.62167138133896)",POINT (-113.62167138133896 53.54495821926104)
5463,Desrochers Area,1.350821815,53.39935,-113.552704,"(53.399350259547795, -113.55270356757481)",POINT (-113.55270356757481 53.399350259547795)
6390,Larkspur,1.658194912,53.48021,-113.38124,"(53.4802104573005, -113.38123994870551)",POINT (-113.38123994870551 53.4802104573005)
3030,Baturyn,1.406218582,53.63098,-113.504339,"(53.630979825087536, -113.50433944738286)",POINT (-113.50433944738286 53.630979825087536)
5300,Ogilvie Ridge,0.523565014,53.464904,-113.56707,"(53.46490391634022, -113.56706953089312)",POINT (-113.56706953089312 53.46490391634022)
5110,Calgary Trail North,0.747189285,53.490156,-113.494069,"(53.4901564822527, -113.49406917479409)",POINT (-113.49406917479409 53.4901564822527)
5250,Keheewin,1.265768544,53.450243,-113.504513,"(53.4502425302549, -113.50451286886042)",POINT (-113.50451286886042 53.4502425302549)
2462,Crystallina Nera East,0.841843084,53.640784,-113.448768,"(53.64078411972238, -113.44876804448046)",POINT (-113.44876804448046 53.64078411972238)
5270,Lendrum Place,0.859009434,53.4932,-113.522806,"(53.49320004422874, -113.52280579685477)",POINT (-113.52280579685477 53.49320004422874)
5476,Magrath Heights,1.228950103,53.44766,-113.556723,"(53.44766007936832, -113.5567225826967)",POINT (-113.5567225826967 53.44766007936832)
3390,Rosslyn,1.342960407,53.595758,-113.504287,"(53.59575774042817, -113.50428716089968)",POINT (-113.50428716089968 53.59575774042817)
4462,Edgemont,4.257763635,53.469743,-113.670843,"(53.4697433202345, -113.67084264491356)",POINT (-113.67084264491356 53.4697433202345)
2650,River Valley Rundle,2.111673799,53.555592,-113.386939,"(53.555592464421466, -113.38693872347115)",POINT (-113.38693872347115 53.555592464421466)
6780,Weir Industrial,1.635303077,53.511765,-113.406107,"(53.511765061429585, -113.40610727547318)",POINT (-113.40610727547318 53.511765061429585)
1180,Queen Mary Park,1.803836239,53.553321,-113.519654,"(53.55332064211105, -113.51965422624392)",POINT (-113.51965422624392 53.55332064211105)
2550,Montrose,1.31041778,53.575116,-113.44223,"(53.575116228950925, -113.44223031362239)",POINT (-113.44223031362239 53.575116228950925)
2060,Bellevue,0.513748102,53.566417,-113.445942,"(53.566417436159526, -113.4459424714739)",POINT (-113.4459424714739 53.566417436159526)
4160,Gariepy,0.679194198,53.493596,-113.622657,"(53.49359649621341, -113.62265689700894)",POINT (-113.62265689700894 53.49359649621341)
4220,Jamieson Place,1.083079502,53.488707,-113.64902,"(53.48870738352453, -113.64901968042588)",POINT (-113.64901968042588 53.48870738352453)
5456,Heritage Valley Area,1.316920209,53.417641,-113.547053,"(53.41764139437991, -113.5470533386145)",POINT (-113.5470533386145 53.41764139437991)
6650,Rosedale Industrial,0.455537866,53.498545,-113.478827,"(53.49854516980345, -113.47882738369466)",POINT (-113.47882738369466 53.49854516980345)
2130,Casselman,0.840373361,53.611349,-113.424132,"(53.611348529466824, -113.42413210029929)",POINT (-113.42413210029929 53.611348529466824)
6550,Ottewell,2.584237357,53.531285,-113.430746,"(53.53128518402029, -113.43074600681692)",POINT (-113.43074600681692 53.53128518402029)
3160,Dominion Industrial,0.982474811,53.57583,-113.571851,"(53.575829793802605, -113.57185127522516)",POINT (-113.57185127522516 53.575829793802605)
2160,Clover Bar Area,19.30352586,53.591512,-113.333357,"(53.59151239160218, -113.33335678346)",POINT (-113.33335678346 53.59151239160218)
5360,Rideau Park,0.801658251,53.479032,-113.505933,"(53.47903247628979, -113.50593303233538)",POINT (-113.50593303233538 53.47903247628979)
4380,Ormsby Place,1.350360606,53.499106,-113.642761,"(53.49910557156211, -113.64276057121194)",POINT (-113.64276057121194 53.49910557156211)
3380,River Valley Capitol Hill,1.687584058,53.531886,-113.559886,"(53.53188605972356, -113.5598856735013)",POINT (-113.5598856735013 53.53188605972356)
5030,Bearspaw,0.865186267,53.443462,-113.500528,"(53.44346178217293, -113.50052801068438)",POINT (-113.50052801068438 53.44346178217293)
6445,Aster,2.049911321,53.451654,-113.35823,"(53.45165412165757, -113.35822962546372)",POINT (-113.35822962546372 53.45165412165757)
2100,Beverly Heights,1.384168383,53.564122,-113.402652,"(53.56412226715621, -113.4026523522456)",POINT (-113.4026523522456 53.56412226715621)
5480,Strathcona,1.563264799,53.52239,-113.490986,"(53.522390203493686, -113.4909855541071)",POINT (-113.4909855541071 53.522390203493686)
3340,Pembina,0.572523449,53.603168,-113.542845,"(53.603167658136954, -113.54284507007947)",POINT (-113.54284507007947 53.603167658136954)
4461,The Hamptons,2.943198065,53.487386,-113.675687,"(53.487385599931166, -113.67568738127676)",POINT (-113.67568738127676 53.487385599931166)
6430,McIntyre Industrial,1.569988922,53.490341,-113.454914,"(53.490341069590805, -113.45491429706715)",POINT (-113.45491429706715 53.490341069590805)
5530,University of Alberta Farm,2.975900951,53.498184,-113.532001,"(53.498184316532985, -113.53200051118017)",POINT (-113.53200051118017 53.498184316532985)
4011,Anthony Henday,4.692821773,53.541319,-113.659059,"(53.541319383564954, -113.65905896242053)",POINT (-113.65905896242053 53.541319383564954)
6020,Avonmore,0.897083405,53.50778,-113.451631,"(53.50777958168241, -113.45163097839595)",POINT (-113.45163097839595 53.50777958168241)
6444,Laurel,2.802383128,53.445799,-113.38147,"(53.44579914092519, -113.38147041094916)",POINT (-113.38147041094916 53.44579914092519)
4474,Starling,1.418890489,53.592264,-113.657843,"(53.59226416926933, -113.65784285169059)",POINT (-113.65784285169059 53.59226416926933)
5220,Greenfield,1.529887226,53.471073,-113.527505,"(53.47107265307113, -113.52750541737437)",POINT (-113.52750541737437 53.47107265307113)
1111,Blatchford Area,3.055363647,53.571985,-113.516997,"(53.571984894044576, -113.51699744310062)",POINT (-113.51699744310062 53.571984894044576)
6668,Meltwater,3.093459273,53.415185,-113.405842,"(53.41518464700762, -113.40584157819822)",POINT (-113.40584157819822 53.41518464700762)
5452,MacEwan,1.140839664,53.428746,-113.526948,"(53.428745684990815, -113.52694799702599)",POINT (-113.52694799702599 53.428745684990815)
6061,Capilano,1.306281047,53.554672,-113.422792,"(53.55467208886297, -113.42279236811986)",POINT (-113.42279236811986 53.55467208886297)
3010,Athlone,1.193231682,53.588026,-113.550982,"(53.58802604233621, -113.55098212002467)",POINT (-113.55098212002467 53.58802604233621)
2090,Bergman,0.708336998,53.579564,-113.409667,"(53.57956358665413, -113.40966725222509)",POINT (-113.40966725222509 53.57956358665413)
6010,Argyll,0.359053778,53.503101,-113.460539,"(53.50310077509508, -113.46053882427935)",POINT (-113.46053882427935 53.50310077509508)
1250,Westwood,0.983007275,53.575942,-113.498585,"(53.57594235516385, -113.49858458540668)",POINT (-113.49858458540668 53.57594235516385)
4530,Sunwapta Industrial,0.675263166,53.544978,-113.645944,"(53.54497845841337, -113.64594419352417)",POINT (-113.64594419352417 53.54497845841337)
4590,West Meadowlark Park,1.117036551,53.525605,-113.609059,"(53.52560545219322, -113.6090586512843)",POINT (-113.6090586512843 53.52560545219322)
6690,Southeast Industrial,6.981476771,53.499715,-113.374605,"(53.499714516033805, -113.3746049513831)",POINT (-113.3746049513831 53.499714516033805)
6190,Edmonton Research and Development Park,1.216429054,53.44622,-113.473032,"(53.446220312731455, -113.47303198825622)",POINT (-113.47303198825622 53.446220312731455)
4050,Bonaventure Industrial,1.27268861,53.591525,-113.57216,"(53.59152496256268, -113.57216038842219)",POINT (-113.57216038842219 53.59152496256268)
1240,Virginia Park,0.507584423,53.560888,-113.450297,"(53.56088810362063, -113.45029682956283)",POINT (-113.45029682956283 53.56088810362063)
5630,Leger,1.056883482,53.457691,-113.577422,"(53.45769067936082, -113.57742198467011)",POINT (-113.57742198467011 53.45769067936082)
5462,Chappelle Area,5.034383636,53.402917,-113.586845,"(53.40291668024122, -113.5868447039775)",POINT (-113.5868447039775 53.40291668024122)
3450,Woodcroft,1.291674764,53.564595,-113.558327,"(53.56459542401217, -113.55832687217452)",POINT (-113.55832687217452 53.56459542401217)
6620,River Valley Gold Bar,2.070693451,53.55227,-113.437568,"(53.552270074281466, -113.43756822088605)",POINT (-113.43756822088605 53.552270074281466)
2050,Belle Rive,1.173443156,53.6223,-113.473596,"(53.62230017578729, -113.47359649183348)",POINT (-113.47359649183348 53.62230017578729)
2340,Hollick-Kenyon,1.533471313,53.622244,-113.422288,"(53.62224418238982, -113.42228786136482)",POINT (-113.42228786136482 53.62224418238982)
4467,River Valley Cameron,2.026058783,53.472357,-113.616077,"(53.47235679378515, -113.61607674195818)",POINT (-113.61607674195818 53.47235679378515)
5505,Ambleside,3.144023725,53.430642,-113.600677,"(53.43064194460821, -113.60067666280382)",POINT (-113.60067666280382 53.43064194460821)
5458,Allard,1.668744052,53.401174,-113.526641,"(53.401173930960695, -113.52664141392435)",POINT (-113.52664141392435 53.401173930960695)
4600,West Sheffield Industrial,0.624060592,53.559493,-113.609044,"(53.55949273333583, -113.60904431356008)",POINT (-113.60904431356008 53.55949273333583)
6270,Gold Bar,1.04482068,53.548908,-113.412004,"(53.54890801185152, -113.41200386839466)",POINT (-113.41200386839466 53.54890801185152)
6070,Cloverdale,1.091063753,53.536858,-113.474012,"(53.53685804859474, -113.47401190528413)",POINT (-113.47401190528413 53.53685804859474)
4410,Poundmaker Industrial,0.663629766,53.552287,-113.645875,"(53.55228729250723, -113.6458751926603)",POINT (-113.6458751926603 53.55228729250723)
4730,Suder Greens,0.981267374,53.524586,-113.677276,"(53.524586490730954, -113.67727619181757)",POINT (-113.67727619181757 53.524586490730954)
4010,Alberta Park Industrial,0.664647754,53.566735,-113.596472,"(53.56673488579477, -113.59647151286094)",POINT (-113.59647151286094 53.56673488579477)
3080,Canossa,1.298590821,53.636192,-113.522686,"(53.63619223058539, -113.52268633048412)",POINT (-113.52268633048412 53.63619223058539)
5280,Malmo Plains,0.940940724,53.485677,-113.528992,"(53.48567699317607, -113.52899210582925)",POINT (-113.52899210582925 53.48567699317607)
6480,Michaels Park,0.83203026,53.479575,-113.446214,"(53.479574887970564, -113.44621358136584)",POINT (-113.44621358136584 53.479574887970564)
2260,Evansdale,1.568066663,53.610841,-113.479569,"(53.6108411103013, -113.47956893114764)",POINT (-113.47956893114764 53.6108411103013)
2380,Kennedale Industrial,1.322440584,53.590871,-113.423376,"(53.59087125320072, -113.42337551633624)",POINT (-113.42337551633624 53.59087125320072)
2590,Overlanders,0.841198454,53.581011,-113.388176,"(53.581010650540904, -113.38817648192281)",POINT (-113.38817648192281 53.581010650540904)
2541,Miller,0.82683283,53.611544,-113.411106,"(53.61154400721793, -113.41110627414426)",POINT (-113.41110627414426 53.61154400721793)
1100,Eastwood,1.131893134,53.576105,-113.46873,"(53.57610461451422, -113.46873040177114)",POINT (-113.46873040177114 53.57610461451422)
4610,Westridge,0.730589728,53.505622,-113.601372,"(53.50562209302866, -113.60137155533928)",POINT (-113.60137155533928 53.50562209302866)
6443,Tamarack,2.54531969,53.464811,-113.359165,"(53.464810647886765, -113.35916507827099)",POINT (-113.35916507827099 53.464810647886765)
8885,Edmonton South Central East,7.288816327,53.381222,-113.455164,"(53.38122208627588, -113.45516386089174)",POINT (-113.45516386089174 53.38122208627588)
4330,Mitchell Industrial,0.5925058,53.574016,-113.584201,"(53.574015777213816, -113.58420113302314)",POINT (-113.58420113302314 53.574015777213816)
5120,Calgary Trail South,0.653892868,53.471191,-113.493532,"(53.47119122489177, -113.4935316343962)",POINT (-113.4935316343962 53.47119122489177)
6216,The Orchards At Ellerslie,3.560643819,53.403087,-113.458166,"(53.4030873490539, -113.4581660132796)",POINT (-113.4581660132796 53.4030873490539)
5490,Sweet Grass,0.917071679,53.464316,-113.527569,"(53.46431590241292, -113.52756884463375)",POINT (-113.52756884463375 53.46431590241292)
4471,Trumpeter Area,2.351185808,53.590903,-113.676605,"(53.590903244040156, -113.67660454948211)",POINT (-113.67660454948211 53.590903244040156)
1210,Riverdale,1.068523841,53.544107,-113.469011,"(53.54410729040709, -113.46901088237121)",POINT (-113.46901088237121 53.54410729040709)
1120,Edmonton Northlands,0.752913521,53.568372,-113.456446,"(53.56837201395926, -113.45644612015836)",POINT (-113.45644612015836 53.56837201395926)
4024,Anthony Henday South Blackburne,1.192096393,53.434475,-113.504617,"(53.434474576027725, -113.50461697999731)",POINT (-113.50461697999731 53.434474576027725)
4660,Youngstown Industrial,0.483841105,53.552476,-113.610588,"(53.552475744672996, -113.61058845718293)",POINT (-113.61058845718293 53.552475744672996)
2251,Ebbers,0.612057046,53.611425,-113.40103,"(53.61142477776731, -113.40102959788088)",POINT (-113.40102959788088 53.61142477776731)
5610,Haddow,1.277238008,53.45475,-113.596489,"(53.45474982252182, -113.59648877700798)",POINT (-113.59648877700798 53.45474982252182)
